id,Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Tax,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsWithCurrManager
6222850340,38,0,Travel_Rarely,1035,Sales,4,Life Sciences,2,Male,42,2,Sales Executive,4,Single,6861,0.032,8,Yes,3,3,19,1,3,0,0
5152945533,26,1,Non-Travel,265,Sales,2,Medical,2,Male,79,2,Sales Executive,1,Single,4969,0.027,8,No,3,4,7,6,3,2,2
5187467557,52,1,Travel_Rarely,266,Sales,1,Marketing,1,Female,57,5,Manager,4,Married,19845,0.03,1,No,3,4,33,3,3,14,9
599285125,44,0,Travel_Rarely,1448,Sales,3,Medical,4,Female,53,4,Sales Executive,4,Married,13320,0.059,3,Yes,3,3,23,2,3,11,11
7794601509,50,0,Non-Travel,145,Sales,3,Life Sciences,4,Female,95,2,Sales Executive,3,Married,6347,0.011,0,No,3,1,19,3,3,7,13
8776944557,36,1,Travel_Rarely,885,Research & Development,4,Life Sciences,3,Female,43,1,Laboratory Technician,1,Single,2743,0.073,1,No,3,3,18,1,3,13,14
9716839073,39,0,Travel_Frequently,945,Research & Development,3,Medical,4,Female,82,3,Manufacturing Director,1,Single,10880,0.077,1,Yes,3,3,21,2,3,6,8
6866957435,33,0,Non-Travel,1038,Sales,1,Life Sciences,2,Female,88,1,Sales Representative,4,Single,2342,0.033,0,No,3,4,3,2,2,2,2
8032265104,45,0,Travel_Rarely,1234,Sales,2,Life Sciences,4,Female,90,4,Manager,4,Married,17650,0.077,3,No,3,2,26,4,4,3,1
555720101,32,0,Non-Travel,1109,Research & Development,4,Medical,4,Female,69,1,Laboratory Technician,3,Single,4025,0.012,9,No,3,2,10,2,3,7,7
5634453720,34,0,Travel_Rarely,216,Sales,4,Marketing,2,Male,75,2,Sales Executive,4,Divorced,9725,0.033,0,No,3,4,16,2,2,1,9
277382807,59,0,Travel_Rarely,1089,Sales,2,Technical Degree,2,Male,66,3,Manager,4,Married,11904,0.025,3,Yes,3,3,14,1,1,4,4
2319696725,45,0,Travel_Rarely,788,Human Resources,4,Medical,2,Male,36,1,Human Resources,2,Single,2177,0.025,1,No,3,1,6,3,3,3,4
6363765110,53,0,Travel_Frequently,124,Sales,3,Marketing,3,Female,38,3,Sales Executive,2,Married,7525,0.038,2,No,3,1,30,2,3,7,12
5903450644,36,1,Travel_Rarely,660,Research & Development,3,Other,1,Male,81,2,Laboratory Technician,3,Divorced,4834,0.032,7,No,3,2,9,3,2,0,0
9561584298,26,1,Travel_Frequently,342,Research & Development,3,Life Sciences,1,Male,57,1,Research Scientist,1,Married,2042,0.057,6,Yes,3,2,6,2,3,2,2
79661882,34,0,Travel_Rarely,1333,Sales,4,Life Sciences,3,Female,87,1,Sales Representative,3,Married,2220,0.072,1,Yes,3,4,1,2,3,1,0
4167608979,28,0,Travel_Rarely,1144,Sales,1,Medical,4,Male,74,1,Sales Representative,2,Married,1052,0.013,1,No,4,2,1,5,3,0,0
5138368133,38,0,Travel_Frequently,1186,Research & Development,4,Other,3,Male,44,1,Research Scientist,3,Married,2821,0.017,3,No,3,1,8,2,3,2,2
3931074889,50,0,Travel_Rarely,1464,Research & Development,4,Medical,2,Male,62,5,Research Director,3,Married,19237,0.022,2,Yes,3,4,29,2,2,1,7
291456669,37,0,Travel_Rarely,124,Research & Development,3,Other,4,Female,35,2,Healthcare Representative,2,Single,4107,0.075,3,No,3,1,8,3,2,3,1
1947900056,40,0,Travel_Rarely,300,Sales,3,Marketing,3,Male,74,2,Sales Executive,1,Married,8396,0.039,1,No,3,2,8,3,2,7,5
4931253067,26,0,Travel_Frequently,921,Research & Development,1,Medical,1,Female,66,1,Research Scientist,3,Divorced,2007,0.053,1,No,3,3,5,5,3,3,3
9751806089,46,0,Travel_Rarely,430,Research & Development,4,Medical,4,Male,40,5,Research Director,4,Divorced,19627,0.038,9,No,3,4,23,0,3,2,2
5162895024,54,0,Travel_Rarely,1082,Sales,4,Life Sciences,3,Female,41,3,Sales Executive,3,Married,10686,0.022,6,No,3,2,13,4,3,4,0
7810847953,56,0,Travel_Frequently,1240,Research & Development,3,Medical,1,Female,63,1,Research Scientist,3,Married,2942,0.021,2,No,3,2,18,4,3,4,3
3542724416,36,0,Travel_Rarely,796,Research & Development,5,Medical,4,Female,51,3,Manufacturing Director,4,Single,8858,0.069,0,No,3,2,15,2,2,8,8
3261097027,55,0,Non-Travel,444,Research & Development,1,Medical,3,Male,40,4,Manager,1,Single,16756,0.056,7,No,3,2,31,3,4,7,2
8719661258,43,0,Travel_Rarely,415,Sales,3,Medical,3,Male,79,3,Sales Executive,4,Divorced,10798,0.084,5,No,3,3,18,5,3,0,0
4081277,20,1,Travel_Frequently,769,Sales,3,Marketing,4,Female,54,1,Sales Representative,4,Single,2323,0.015,1,Yes,3,2,2,3,3,2,2
2070816559,21,1,Travel_Rarely,1334,Research & Development,3,Life Sciences,3,Female,36,1,Laboratory Technician,1,Single,1416,0.088,1,No,3,1,1,6,2,0,0
8803273786,46,0,Travel_Rarely,1003,Research & Development,4,Life Sciences,4,Female,74,2,Research Scientist,1,Divorced,4615,0.063,8,Yes,4,1,19,2,3,13,7
9102540797,51,1,Travel_Rarely,1323,Research & Development,4,Life Sciences,1,Male,34,1,Research Scientist,3,Married,2461,0.084,9,Yes,3,3,18,2,4,0,7
479545146,28,1,Non-Travel,1366,Research & Development,2,Technical Degree,2,Male,72,3,Healthcare Representative,1,Single,8722,0.04,1,No,3,1,10,2,2,7,9
5562344564,26,0,Travel_Rarely,192,Research & Development,2,Medical,1,Male,59,1,Laboratory Technician,1,Married,3955,0.015,1,No,3,1,6,2,3,3,3
1646263219,30,0,Travel_Rarely,1176,Research & Development,3,Other,3,Male,85,2,Manufacturing Director,1,Married,9957,0.081,0,No,3,3,7,1,2,2,2
6173075040,41,0,Travel_Rarely,509,Research & Development,2,Technical Degree,2,Female,43,1,Research Scientist,3,Married,3376,0.044,1,No,3,3,10,3,3,6,8
9555317569,1000,0,Travel_Rarely,330,Research & Development,1,Life Sciences,3,Female,65,3,Healthcare Representative,3,Married,8823,0.085,0,No,3,1,20,4,2,9,9
8917737412,40,0,Travel_Rarely,1492,Research & Development,4,Technical Degree,1,Male,61,3,Healthcare Representative,4,Married,10322,0.044,4,No,4,4,14,6,3,10,1
7915943103,27,0,Non-Travel,12700,Research & Development,5,Life Sciences,1,Male,87,1,Laboratory Technician,3,Married,4621,0.019,1,No,3,4,3,4,3,2,2
8208009687,55,0,Travel_Frequently,1091,Research & Development,1,Life Sciences,4,Male,65,3,Manufacturing Director,2,Married,10976,0.049,3,No,3,2,23,4,3,2,2
540092940,28,0,Travel_Rarely,857,Research & Development,3,Other,3,Female,59,2,Research Scientist,3,Single,3660,0.042,3,No,3,4,10,4,4,7,7
7609347108,44,1,Travel_Rarely,1376,Human Resources,2,Medical,2,Male,91,3,Human Resources,1,Married,10482,0.036,9,No,3,4,24,1,3,6,6
3390738606,33,0,Travel_Rarely,654,Research & Development,3,Life Sciences,4,Male,34,3,Healthcare Representative,4,Divorced,7119,0.068,4,No,3,3,9,2,3,2,2
3927257656,35,1,Travel_Rarely,1204,Sales,3,Technical Degree,4,Male,86,3,Sales Executive,1,Single,9582,0.062,0,Yes,4,1,9,2,3,7,7
9388973402,33,1,Travel_Frequently,827,Research & Development,4,Medical,1,Female,54,2,Research Scientist,3,Single,4508,0.066,1,No,4,2,14,4,3,7,8
4815357056,28,0,Travel_Rarely,895,Research & Development,2,Life Sciences,1,Male,50,1,Laboratory Technician,3,Divorced,2207,0.065,1,No,3,4,4,5,2,2,2
6552477627,34,0,Travel_Frequently,618,Research & Development,1,Life Sciences,1,Male,45,2,Healthcare Representative,4,Single,7756,0.02,0,No,3,3,7,1,2,2,4
3770667697,37,0,Travel_Rarely,309,Sales,4,Life Sciences,4,Female,88,2,Sales Executive,4,Divorced,6694,0.045,2,Yes,3,3,8,5,3,0,0
8724738832,25,1,Travel_Rarely,1219,Research & Development,1,Technical Degree,4,Male,32,1,Laboratory Technician,4,Married,3691,0.023,1,Yes,3,2,7,3,4,7,6
4463444586,26,1,Travel_Rarely,1330,Research & Development,3,Medical,1,Male,37,1,Laboratory Technician,3,Divorced,2377,0.014,1,No,4,3,1,0,2,1,0
9796106493,33,1,Travel_Rarely,10287,Research & Development,3,Medical,1,Male,55,1,Research Scientist,2,Single,2313,0.051,4,Yes,4,2,5,0,3,2,2
6908155579,42,0,Travel_Rarely,469,Research & Development,2,Medical,4,Male,35,4,Manager,1,Married,17665,0.084,0,No,3,4,23,3,3,6,7
644928646,28,1,Travel_Frequently,1009,Research & Development,3,Medical,1,Male,45,1,Laboratory Technician,2,Divorced,2596,0.078,1,No,3,1,1,2,3,0,0
305290576,50,1,Travel_Frequently,959,Sales,4,Other,4,Male,81,2,Sales Executive,3,Single,4728,0.069,3,Yes,3,4,5,4,3,0,0
3459650745,33,0,Travel_Frequently,970,Sales,3,Life Sciences,4,Female,30,2,Sales Executive,2,Married,4302,0.076,0,No,3,3,4,3,3,2,2
7978492516,34,0,Non-Travel,697,Research & Development,4,Life Sciences,3,Male,40,1,Research Scientist,4,Married,2979,0.035,3,No,3,4,6,2,3,0,0
8686312276,48,0,Non-Travel,1262,Research & Development,4,Medical,1,Male,35,4,Manager,4,Single,16885,0.066,2,No,4,3,27,3,2,4,1
2871819130,45,0,Non-Travel,1050,Sales,4,Life Sciences,2,Female,65,2,Sales Executive,3,Married,5593,0.063,1,No,3,4,15,2,3,10,12
5054692878,52,0,Travel_Rarely,994,Research & Development,4,Life Sciences,2,Male,87,3,Healthcare Representative,2,Single,10445,0.044,7,No,3,4,18,4,3,6,0
567094499,38,0,Travel_Rarely,770,Sales,4,Marketing,3,Male,73,3,Sales Executive,3,Divorced,8740,0.054,0,Yes,3,2,9,2,3,7,7
5878729229,29,0,Travel_Rarely,1107,Research & Development,4,Life Sciences,3,Female,93,1,Research Scientist,4,Divorced,2514,0.088,4,No,4,1,11,1,3,5,7
971954461,28,0,Travel_Rarely,950,Research & Development,3,Medical,4,Female,93,3,Manufacturing Director,2,Divorced,7655,0.066,0,No,3,2,10,3,2,7,7
545284457,46,0,Travel_Rarely,406,Sales,1,Marketing,1,Male,52,4,Manager,3,Married,17465,0.065,3,No,3,4,23,3,3,9,9
2265326658,38,0,Travel_Rarely,130,Sales,2,Marketing,4,Male,32,3,Sales Executive,2,Single,7351,0.047,7,No,3,3,10,2,3,0,0
2078565393,43,0,Travel_Frequently,1082,Research & Development,3,Life Sciences,3,Female,83,3,Manufacturing Director,1,Married,10820,0.047,8,No,3,3,18,1,3,7,1
2267349183,39,1,Travel_Frequently,203,Research & Development,3,Life Sciences,1,Male,84,4,Healthcare Representative,4,Divorced,12169,0.063,7,No,3,4,21,4,3,7,5
7386319177,40,0,Travel_Rarely,1308,Research & Development,3,Medical,3,Male,44,5,Research Director,3,Single,19626,0.078,1,No,3,1,21,2,4,7,9
8787072882,21,0,Travel_Rarely,984,Research & Development,1,Technical Degree,4,Female,70,1,Research Scientist,2,Single,2070,0.073,1,Yes,3,3,2,6,4,2,2
2856579388,39,0,Non-Travel,439,Research & Development,3,Life Sciences,3,Male,70,2,Laboratory Technician,2,Single,6782,0.085,9,No,3,3,9,2,2,4,3
3963479035,36,0,Non-Travel,217,Research & Development,4,Life Sciences,1,Male,78,2,Manufacturing Director,4,Single,7779,0.086,2,No,4,1,18,0,3,9,9
5945416436,31,0,Travel_Frequently,793,Sales,3,Life Sciences,3,Male,67,1,Sales Representative,4,Married,2791,0.063,0,No,3,1,3,4,3,2,2
846721848,28,0,Travel_Rarely,1451,Research & Development,1,Life Sciences,1,Male,67,1,Research Scientist,2,Married,3201,0.07,0,No,3,1,6,2,1,3,4
7255818420,35,0,Travel_Frequently,1182,Sales,2,Marketing,4,Male,54,2,Sales Executive,4,Divorced,4968,0.035,1,No,3,4,5,3,3,2,2
3656152357,49,0,Travel_Rarely,174,Sales,4,Technical Degree,4,Male,56,4,Sales Executive,2,Married,13120,0.086,6,No,3,2,22,3,3,8,3
7450488957,34,0,Travel_Frequently,1003,Research & Development,2,Life Sciences,4,Male,95,2,Manufacturing Director,3,Single,4033,0.087,2,No,3,4,5,3,2,2,2
902317253,29,0,Travel_Frequently,490,Research & Development,3,Life Sciences,4,Female,61,1,Research Scientist,2,Divorced,3291,0.062,0,No,3,4,8,2,2,5,1
3409445056,42,0,Travel_Rarely,188,Research & Development,3,Medical,2,Male,56,2,Laboratory Technician,4,Single,4272,0.033,4,No,3,1,16,3,3,0,0
1370807112,29,0,Travel_Rarely,718,Research & Development,1,Medical,2,Male,79,2,Manufacturing Director,4,Married,5056,0.037,1,Yes,3,3,10,2,2,7,2
485317613,38,0,Travel_Rarely,433,Human Resources,3,Human Resources,3,Male,37,1,Human Resources,3,Married,2844,0.062,1,No,3,4,7,2,4,6,0
268730253,28,0,Travel_Frequently,773,Research & Development,3,Life Sciences,3,Male,39,1,Research Scientist,3,Divorced,2703,0.046,1,Yes,3,4,3,2,3,1,2
7143287741,18,1,Non-Travel,247,Research & Development,1,Medical,3,Male,80,1,Laboratory Technician,3,Single,1904,0.086,1,No,3,4,0,0,3,0,0
1373609494,33,1,Travel_Rarely,603,Sales,4,Marketing,1,Female,77,2,Sales Executive,1,Single,8224,0.052,0,Yes,3,1,6,3,3,2,3
2164339258,41,0,Travel_Rarely,167,Research & Development,4,Life Sciences,2,Male,46,1,Laboratory Technician,4,Married,4766,0.079,3,Yes,3,1,6,4,3,0,0
6611837744,31,1,Travel_Frequently,874,Research & Development,3,Medical,3,Male,72,1,Laboratory Technician,3,Married,2610,0.018,1,No,3,3,2,5,2,2,2
3016121034,37,0,Travel_Rarely,367,Research & Development,2,Medical,3,Female,52,2,Healthcare Representative,4,Divorced,5731,0.04,7,No,3,3,9,2,3,2,3
9776204716,27,0,Travel_Rarely,199,Research & Development,3,Life Sciences,4,Male,55,1,Research Scientist,3,Married,2539,0.012,1,No,3,3,4,0,3,2,2
698718704,34,0,Travel_Rarely,1400,Sales,1,Life Sciences,2,Female,70,2,Sales Executive,3,Married,5714,0.084,1,No,4,1,6,3,2,5,3
8250734009,35,0,Travel_Rarely,528,Human Resources,4,Technical Degree,3,Male,100,1,Human Resources,3,Single,4323,0.011,1,No,3,2,6,2,1,4,4
5141540316,29,1,Travel_Rarely,408,Sales,1,Life Sciences,4,Female,45,3,Sales Executive,1,Married,7336,0.043,1,No,3,1,11,3,1,8,10
7453110033,40,0,Travel_Frequently,593,Research & Development,4,Medical,2,Female,88,3,Research Director,3,Single,13499,0.052,9,No,3,3,20,3,2,7,13
6347437724,42,1,Travel_Frequently,481,Sales,3,Life Sciences,3,Male,44,4,Sales Executive,1,Single,13758,0.06,0,Yes,3,2,22,2,2,9,14
2088226990,42,0,Travel_Rarely,647,Sales,4,Marketing,2,Male,45,2,Sales Executive,1,Single,5155,0.048,7,No,3,4,9,3,4,4,5
2070610314,35,0,Travel_Rarely,982,Research & Development,4,Medical,4,Male,58,1,Laboratory Technician,3,Married,2258,0.059,6,No,3,2,10,2,3,0,7
1189929015,24,0,Travel_Rarely,477,Research & Development,3,Medical,4,Male,49,1,Laboratory Technician,2,Single,3597,0.081,8,No,4,4,6,2,3,3,2
8037443604,28,1,Travel_Rarely,1485,Research & Development,1,Life Sciences,3,Female,79,1,Laboratory Technician,4,Married,2515,0.043,1,Yes,3,4,1,4,2,1,0
2494697336,26,0,Travel_Rarely,1384,Research & Development,4,Medical,1,Male,82,1,Laboratory Technician,4,Married,4420,0.06,1,No,4,2,8,2,3,7,7
3807122443,30,0,Travel_Rarely,852,Sales,3,Marketing,3,Male,72,2,Sales Executive,3,Married,6578,0.072,1,No,3,1,10,3,3,3,4
8857053857,40,0,Travel_Frequently,902,Research & Development,2,Medical,3,Female,92,2,Research Scientist,4,Married,4422,0.061,3,Yes,3,4,16,3,1,1,0
975362623,35,0,Travel_Rarely,819,Research & Development,3,Life Sciences,3,Male,44,3,Manufacturing Director,2,Divorced,10274,0.085,2,No,3,2,15,2,4,7,4
3679458576,34,0,Travel_Frequently,669,Research & Development,3,Medical,4,Male,97,2,Healthcare Representative,1,Single,5343,0.05,0,No,4,3,14,3,3,9,9
8167944077,35,0,Travel_Frequently,636,Research & Development,4,Other,4,Male,47,1,Laboratory Technician,4,Married,2376,0.09,1,No,3,2,2,2,4,2,2
2536891054,43,1,Travel_Rarely,1372,Sales,3,Marketing,1,Female,85,2,Sales Executive,3,Single,5346,0.047,8,No,3,2,7,2,2,3,3
6283503772,32,0,Non-Travel,862,Sales,1,Life Sciences,3,Female,76,1,Sales Representative,1,Divorced,2827,0.062,1,No,3,3,1,3,3,0,0
6167292159,56,0,Travel_Rarely,718,Research & Development,4,Technical Degree,4,Female,92,5,Manager,1,Divorced,19943,0.067,4,No,3,4,28,2,3,2,2
735919275,29,0,Travel_Rarely,1401,Research & Development,1,Medical,2,Female,54,1,Laboratory Technician,4,Married,3131,0.048,1,No,3,1,10,5,3,8,8
8264626157,19,0,Travel_Rarely,645,Research & Development,2,Life Sciences,3,Male,54,1,Research Scientist,1,Single,2552,0.053,1,No,4,3,1,4,3,1,0
6532669873,45,0,Travel_Rarely,1457,Research & Development,3,Medical,1,Female,83,1,Research Scientist,3,Married,4477,0.076,4,Yes,3,3,7,2,2,2,2
8155462102,37,0,Travel_Rarely,977,Research & Development,3,Life Sciences,4,Female,56,2,Manufacturing Director,4,Married,6474,0.02,1,No,3,2,14,2,2,8,11
503972835,20,0,Travel_Rarely,805,Research & Development,3,Life Sciences,1,Male,87,1,Laboratory Technician,3,Single,3033,0.064,1,No,3,1,2,2,2,2,2
2539371361,44,1,Travel_Rarely,1097,Research & Development,4,Life Sciences,3,Male,96,1,Research Scientist,3,Single,2936,0.086,1,Yes,3,3,6,4,3,4,2
7192487384,53,0,Travel_Rarely,1223,Research & Development,2,Medical,4,Female,50,5,Manager,3,Divorced,18606,0.059,3,No,3,2,26,6,3,7,7
6558722364,29,0,Travel_Rarely,942,Research & Development,1,Life Sciences,2,Female,69,1,Research Scientist,4,Married,2168,0.078,0,Yes,3,1,6,2,2,4,3
8620101811,22,1,Travel_Frequently,1256,Research & Development,4,Life Sciences,3,Male,48,1,Research Scientist,4,Married,2853,0.013,0,Yes,3,2,1,5,3,0,0
9104105125,46,0,Travel_Rarely,1402,Sales,3,Marketing,3,Female,69,4,Manager,1,Married,17048,0.052,8,No,4,1,28,2,3,15,9
6774246575,44,0,Non-Travel,111,Research & Development,3,Life Sciences,4,Male,74,1,Research Scientist,3,Single,2290,0.025,2,No,3,4,6,3,3,0,0
2696486301,33,0,Travel_Rarely,147,Human Resources,3,Human Resources,2,Male,99,1,Human Resources,3,Married,3600,0.015,1,No,3,4,5,2,3,4,4
4039311493,41,1,Non-Travel,906,Research & Development,2,Life Sciences,1,Male,95,1,Research Scientist,1,Divorced,2107,0.08,6,No,3,1,5,2,1,0,0
1795333790,30,0,Travel_Rarely,1329,Sales,4,Life Sciences,3,Male,61,2,Sales Executive,1,Divorced,4115,0.016,8,No,3,3,8,3,3,3,3
61276413,40,0,Travel_Frequently,1184,Sales,4,Medical,2,Male,62,2,Sales Executive,2,Married,4327,0.054,5,No,3,4,5,2,3,0,0
469036974,50,0,Travel_Frequently,1421,Research & Development,3,Medical,4,Female,30,4,Manager,1,Married,17856,0.082,2,No,4,3,32,3,3,2,2
2239208635,28,0,Travel_Rarely,1179,Research & Development,4,Medical,4,Male,78,1,Laboratory Technician,1,Married,3196,0.072,1,No,3,3,6,2,3,5,3
5620926826,46,0,Travel_Rarely,1450,Research & Development,2,Life Sciences,4,Male,52,5,Research Director,2,Married,19081,0.015,5,No,3,1,25,2,3,2,3
2505628033,35,0,Travel_Rarely,1361,Sales,4,Life Sciences,3,Male,94,2,Sales Executive,1,Married,8966,0.07,3,Yes,3,4,15,2,3,7,7
8222871323,24,1,Travel_Rarely,984,Research & Development,2,Life Sciences,4,Female,97,1,Laboratory Technician,2,Married,2210,0.026,1,No,3,1,1,3,1,0,0
3884111728,33,0,Travel_Frequently,1146,Sales,3,Medical,2,Female,82,2,Sales Executive,3,Married,4539,0.085,1,No,3,1,10,3,2,7,1
7405588875,36,0,Travel_Rarely,917,Research & Development,4,Life Sciences,3,Male,60,1,Laboratory Technician,3,Divorced,2741,0.063,1,No,3,3,7,4,3,7,7
7313979088,30,0,Travel_Rarely,853,Research & Development,4,Life Sciences,3,Male,49,2,Laboratory Technician,3,Divorced,,0.072,1,No,3,1,10,4,2,7,9
7119481150,44,0,Travel_Rarely,200,Research & Development,4,Other,4,Male,32,2,Research Scientist,4,Single,,0.032,1,No,4,2,20,3,3,11,17
9835356270,20,0,Travel_Rarely,654,Sales,3,Marketing,3,Male,43,1,Sales Representative,4,Single,,0.037,1,No,3,4,2,2,3,1,2
9746283332,46,0,Travel_Rarely,150,Research & Development,4,Technical Degree,4,Male,60,2,Manufacturing Director,4,Divorced,,0.02,2,No,3,3,12,3,2,3,4
6657796005,42,0,Non-Travel,179,Human Resources,5,Medical,4,Male,79,2,Human Resources,1,Married,,0.064,7,No,3,1,10,3,4,3,3
8571607613,60,0,Travel_Rarely,696,Sales,4,Marketing,2,Male,52,2,Sales Executive,4,Divorced,,0.034,0,Yes,3,2,12,3,3,7,9
1817651099,32,0,Travel_Frequently,116,Research & Development,3,Other,3,Female,77,1,Laboratory Technician,2,Married,,0.064,1,No,4,3,2,2,3,2,2
9920820628,32,0,Travel_Frequently,1316,Research & Development,2,Life Sciences,4,Female,38,2,Research Scientist,3,Single,,0.03,4,Yes,3,4,10,2,3,7,7
4303013420,36,0,Travel_Rarely,363,Research & Development,3,Technical Degree,3,Female,77,3,Manufacturing Director,1,Divorced,,0.027,2,Yes,4,3,17,2,3,7,7
2836850736,33,0,Travel_Rarely,117,Research & Development,3,Medical,1,Male,60,1,Research Scientist,4,Married,,0.043,0,No,3,2,15,5,3,10,10
2208559282,40,0,Travel_Rarely,107,Sales,3,Technical Degree,2,Female,84,2,Sales Executive,2,Divorced,6852,0.054,7,No,3,2,7,2,4,1,3
8057308087,25,0,Travel_Rarely,1356,Sales,4,Life Sciences,3,Male,57,2,Sales Executive,4,Single,4950,0.018,0,No,3,2,5,4,3,3,1
6261087245,30,0,Travel_Rarely,1465,Research & Development,3,Medical,4,Male,63,1,Research Scientist,2,Married,3579,0.02,0,Yes,4,1,12,2,3,9,7
8333904831,42,0,Travel_Frequently,458,Research & Development,5,Medical,1,Female,60,3,Research Director,1,Married,13191,0.065,3,Yes,3,3,20,6,3,0,0
5405941026,35,0,Non-Travel,1212,Sales,2,Marketing,3,Female,78,3,Sales Executive,4,Married,10377,0.069,4,Yes,3,2,16,6,2,2,12
954004736,27,0,Travel_Rarely,1103,Research & Development,3,Life Sciences,1,Male,42,1,Research Scientist,1,Married,2235,0.065,1,Yes,3,4,9,3,2,7,8
5135983031,54,0,Travel_Frequently,966,Research & Development,4,Life Sciences,4,Female,53,3,Manufacturing Director,3,Divorced,10502,0.073,7,No,3,1,33,2,1,4,4
6472124701,44,0,Travel_Rarely,1117,Research & Development,1,Life Sciences,1,Female,72,1,Research Scientist,4,Married,2011,0.034,1,No,3,4,10,5,3,5,7
4880208191,19,1,Non-Travel,504,Research & Development,3,Medical,1,Female,96,1,Research Scientist,2,Single,1859,0.089,1,Yes,4,2,1,2,4,1,0
9103512231,29,0,Travel_Rarely,1010,Research & Development,3,Life Sciences,1,Female,97,1,Research Scientist,4,Divorced,3760,0.056,1,No,3,1,3,5,3,2,2
477831923,54,0,Travel_Rarely,685,Research & Development,3,Life Sciences,4,Male,85,4,Research Director,4,Married,17779,0.086,3,No,3,1,36,2,3,9,9
7007910467,31,0,Travel_Rarely,1332,Research & Development,2,Medical,3,Male,80,2,Healthcare Representative,1,Married,6833,0.018,1,Yes,3,4,6,2,2,5,1
1342854721,31,0,Travel_Rarely,1062,Research & Development,3,Medical,3,Female,96,2,Healthcare Representative,1,Single,6812,0.062,1,No,3,2,10,2,3,9,8
9544256113,59,0,Travel_Rarely,326,Sales,3,Life Sciences,3,Female,48,2,Sales Executive,4,Single,5171,0.023,5,No,3,4,13,2,3,1,5
3627309960,43,0,Travel_Rarely,920,Research & Development,3,Life Sciences,3,Male,96,5,Research Director,4,Married,19740,0.032,3,No,3,2,25,2,3,7,7
6818932541,49,0,Travel_Rarely,1098,Research & Development,2,Medical,1,Male,85,5,Manager,3,Married,18711,0.064,2,No,3,3,23,2,4,0,0
4486948262,36,0,Travel_Frequently,469,Research & Development,3,Technical Degree,3,Male,46,1,Research Scientist,2,Married,3692,0.072,1,No,3,3,12,2,2,10,7
2093905728,48,0,Travel_Rarely,969,Research & Development,2,Technical Degree,4,Male,76,1,Laboratory Technician,2,Single,2559,0.029,5,No,3,3,7,4,2,0,0
42971314,27,0,Travel_Rarely,1167,Research & Development,2,Life Sciences,1,Male,76,1,Research Scientist,3,Divorced,2517,0.033,1,No,3,2,5,2,3,3,3
7933856268,29,0,Travel_Rarely,1329,Research & Development,3,Life Sciences,3,Male,82,2,Healthcare Representative,4,Divorced,6623,0.043,1,Yes,3,2,6,2,3,0,0
342438395,48,0,Travel_Rarely,715,Research & Development,3,Life Sciences,4,Male,76,5,Research Director,4,Single,18265,0.053,6,No,3,3,25,3,4,0,0
4144529762,29,0,Travel_Rarely,694,Research & Development,3,Life Sciences,4,Female,87,4,Research Director,4,Divorced,16124,0.069,3,No,3,2,9,2,2,7,7
781311330,34,0,Travel_Rarely,1320,Research & Development,3,Technical Degree,3,Female,89,1,Research Scientist,3,Married,2585,0.045,0,No,3,4,2,5,2,0,0
7388430946,44,0,Travel_Rarely,1099,Sales,3,Marketing,2,Male,88,5,Manager,2,Married,18213,0.029,7,No,3,3,26,5,3,9,10
7225939866,33,0,Travel_Rarely,536,Sales,5,Marketing,4,Male,82,3,Sales Executive,3,Divorced,8380,0.046,0,Yes,3,4,10,3,3,8,8
5823122837,19,0,Travel_Rarely,265,Research & Development,3,Life Sciences,2,Female,57,1,Research Scientist,4,Single,2994,0.063,1,Yes,3,4,1,2,3,0,1
1268201952,23,0,Travel_Rarely,373,Research & Development,2,Life Sciences,4,Male,47,1,Research Scientist,3,Married,1223,0.036,1,No,4,4,1,2,3,0,1
9266156124,25,1,Travel_Frequently,599,Sales,1,Life Sciences,3,Male,73,1,Sales Representative,4,Single,1118,0.041,1,Yes,3,4,1,4,3,0,0
9915523572,26,0,Travel_Rarely,583,Research & Development,2,Life Sciences,3,Male,53,1,Research Scientist,4,Single,2875,0.034,1,Yes,4,2,8,2,2,5,2
4872762274,45,1,Travel_Rarely,1449,Sales,3,Marketing,1,Female,94,5,Manager,2,Single,18824,0.073,2,Yes,3,1,26,2,3,10,11
9057380323,55,0,Non-Travel,177,Research & Development,1,Medical,4,Male,37,4,Healthcare Representative,2,Divorced,13577,0.072,1,Yes,3,4,34,3,3,9,0
5638680454,21,1,Travel_Frequently,251,Research & Development,2,Life Sciences,1,Female,45,1,Laboratory Technician,3,Single,2625,0.075,1,No,4,3,2,2,1,2,2
1036752992,46,0,Travel_Rarely,168,Sales,2,Marketing,4,Female,33,5,Manager,2,Married,18789,0.065,2,No,3,3,26,2,3,4,8
1982986212,34,0,Travel_Rarely,131,Sales,3,Marketing,3,Female,86,2,Sales Executive,1,Single,4538,0.01,0,Yes,3,4,4,3,3,2,2
7547981305,51,0,Travel_Frequently,237,Sales,3,Life Sciences,4,Male,83,5,Manager,2,Divorced,19847,0.024,4,Yes,4,1,31,5,2,10,10
